Earned Income Credit",,,,,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Amount of AGI,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,Number of returns,Amount,
,,(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),(13),(14),(15),(16),(17),(18),(19),(20),(21),(22),(23),(24),(25),(26),(27),(28),(29),(30),(31),(32),(33),(34),(35),(36),(37),(38),(39),(40),(41),(42),(43),(44),(45),(46),(47),(48),(49),(50),(51),(52),(53),(54),(55),(56),(57),(58),(59),(60),(61),(62),(63),(64),(65),(66),(67),(68),(69),(70),(71),(72),(73),(74),(75),(76),(77),(78),(79),(80),(81),(82),(83),(84),(85),(86),(87),(88),(89),(90),(91),(92),(93),(94),(95),(96),(97),(98),(99),(100),(101),(102),(103),(104),(105),(106),(107),(108),(109),(110),(111),(112),(113),(114),(115),(116),(117),(118),(119),(120),(121),(122),(123),(124),(125),(126),(127),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,Bergen County,"464,930","220,930","186,030","48,530","333,590","887,760","276,960","3,190",540,"2,670",130,160,"29,530","120,430","50,379,746","463,620","51,261,008","375,990","34,148,177","182,440","689,760","144,770","1,597,261","137,480","1,242,960","107,000","290,207","85,370","2,019,627","128,020","3,742,301","53,070","1,158,734","80,410","2,149,500",130,"22,330","147,385","68,340","1,248,629","46,440","4,632,352","138,710","881,262","17,800","4,628","7,140","210,600","15,850","181,351","10,830","65,076","36,730","43,533","5,830","15,487","1,740","46,391","216,270","8,271,909","43,092,479","183,120","2,876,214","29,190","25,095","184,260","2,154,040","215,650","5,103,290","140,410","1,491,424","185,350","922,979","373,540","38,888,680","369,010","9,373,579","44,770","332,186","7,610","8,674","141,060","244,572","43,380","99,194","24,950","15,604","32,490","40,658","11,610","2,182","50,400","59,117","6,570","3,244","75,310","348,540","12,700","61,277","14,750","66,840","22,480","12,606","431,140","10,605,245","47,630","96,464","36,320","73,435","28,500","36,050","30,770","29,862","6,500","5,785","348,020","9,182,449","377,300","9,739,188","30,060","78,453","28,830","138,964","108,740","864,962","316,550","1,297,987",
003,Under $1,8040,4880,2500,380,6270,12050,2650,30,**,30,0,0,100,3120,-1332293,6730,-1316678,2340,112111,3120,27783,2820,29945,2640,20183,350,2175,2200,-32084,3740,79279,700,12214,850,11983,**,70,490,**,**,2020,-285575,1860,15615,20,6,30,344,380,3993,50,293,370,546,290,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,913,60,881,60,41,50,47,0,0,0,0,**,**,**,**,40,29,0,0,1110,4051,420,2739,460,2450,20,8,3770,38552,740,920,490,582,500,790,610,633,350,503,100,868,1370,6549,120,262,**,**,720,2052,3000,27052,
003,"$1 under $10,000",64180,55780,4550,3060,43120,45230,6630,970,170,800,60,**,2810,11420,306068,64180,319237,43050,221481,13080,7361,12090,16283,11360,11261,650,423,11110,48778,10530,6046,3000,11869,4990,21156,30,860,3415,200,957,1230,-2218,12500,13169,140,30,20,47,480,2079,140,555,1420,1585,1020,3440,30,2,4690,84344,24251,920,2310,2940,1235,3600,31601,4450,35463,1620,11376,2480,2387,11180,21882,9130,2184,**,**,260,112,1200,123,980,43,0,0,170,78,**,**,**,**,0,0,10160,7863,1180,5642,1250,5208,120,28,48550,36185,13420,11496,9840,8647,2630,1907,2520,2283,920,751,8860,2062,19180,10143,0,0,40,370,10090,4750,43030,29724,
003,"$10,000 under $25,000",70380,46180,11960,11000,48810,103320,28500,980,140,840,70,90,7540,16660,1197915,70380,1229094,51880,836972,14920,15402,10970,29785,10220,20483,2000,1257,13920,149961,9240,14994,5990,42469,9800,95655,**,3950,22265,6300,12858,2390,7839,18610,31179,650,152,70,452,1110,5396,630,2530,4520,5334,590,1781,30,12,10600,192416,187203,3370,4860,6210,3282,8330,71133,10440,80625,4220,29133,7030,9884,45970,310186,44970,32911,40,77,1430,491,11970,5059,1240,85,540,193,5200,3456,3150,583,2140,680,70,18,13040,24414,4350,20164,4430,19012,7090,2172,63140,169113,20130,56852,16120,45161,12590,16548,5550,5031,2780,2116,37390,27853,47690,55042,**,**,**,**,9910,12657,55610,124386,
003,"$25,000 under $50,000",82930,47730,19610,13350,57110,141160,39740,700,170,540,**,50,8950,18570,3055456,82930,3116066,69580,2403373,21630,24518,14830,50685,13810,35560,8340,4739,12600,172422,12320,25512,7510,78874,12100,182919,**,5150,37235,13200,102855,3990,27580,24400,60610,2160,523,220,2134,1810,11893,1820,8185,11110,14166,650,1782,50,49,22190,423283,846058,13690,21859,7710,5527,16290,142167,22080,172706,10310,75412,16800,32173,78200,1614560,77270,201242,40,42,3440,2402,27600,24916,2880,432,3150,1978,8710,9942,6710,1285,12260,10974,510,181,10640,30568,5120,24476,5630,26024,9000,3938,79430,351545,13240,27150,9800,19017,10180,13592,6400,6065,2000,1817,67150,176326,72850,212424,40,31,**,**,14060,26737,66270,160517,
003,"$50,000 under $75,000",60950,30610,19890,8700,43050,111730,31040,320,60,270,0,20,4730,16880,3767084,60950,3829556,51780,2906727,22600,27264,15950,68812,14960,49052,14710,11154,8890,134311,13150,34685,7540,105746,11820,260149,20,3240,23016,12340,204931,3980,44355,19660,62472,2970,732,320,3496,1640,13703,1830,9740,8850,10677,1170,2763,70,106,28350,595647,1778459,22270,56767,5630,5311,22030,193717,28300,260254,15970,122758,23540,52933,60220,2454382,59880,355909,120,254,1420,2510,21140,27649,4100,740,2810,1728,5760,8124,1750,314,11710,16066,830,291,7100,24952,1340,7095,1880,9561,3430,2418,59540,463007,100,46,70,28,2040,2495,4500,4552,400,536,57650,328260,58820,357603,**,**,30,64,13630,35488,45260,133128,
003,"$75,000 under $100,000",43700,15900,21490,5130,31870,92750,27610,110,0,110,0,**,2370,14080,3795248,43700,3847616,37270,2831943,20260,28386,14760,75632,13930,55551,16650,15957,7190,120715,12340,45298,6590,116777,10510,303951,**,2530,17269,10410,224911,3810,49471,12400,52368,2400,609,360,5399,1350,11939,1480,9027,3560,3834,290,665,80,136,28160,665013,2459828,24520,92565,3360,4039,23390,218010,28140,319134,17880,148369,24320,60408,43480,2609419,43290,407373,510,736,560,1415,17510,25015,4260,1034,2700,1694,4310,6398,0,0,10350,14966,950,337,5750,22408,250,1028,630,2647,1360,1394,43060,497531,0,0,0,0,400,487,3460,3438,50,62,42810,382358,43080,408432,40,24,**,**,10950,34990,30860,115340,
003,"$100,000 under $200,000",84800,15510,62390,5440,63260,225130,77970,80,0,80,0,**,2650,25960,11849828,84800,12026641,75270,8993096,48430,80702,38670,254042,36880,193826,42660,54518,17120,407930,33410,207268,13900,368632,20760,793338,30,5010,32783,18010,468190,11500,272515,30070,176813,6880,1894,1780,31996,3620,40423,3670,22891,6900,7391,1820,3987,320,1049,73190,2222849,10379964,69890,483233,2860,4487,64970,698079,73160,1203576,53410,538022,65580,204518,84600,8603233,84440,1524224,7260,16581,380,1431,38020,43934,12680,5227,9300,5995,8340,12660,0,0,13900,16402,2830,1257,14120,70252,40,133,410,1649,1190,1873,84040,1751068,0,0,0,0,160,231,7730,7860,**,**,84210,1480293,84390,1561021,1180,414,480,559,25330,128032,54530,281081,
003,"$200,000 or more",49950,4340,43640,1470,40100,156390,62820,**,0,**,0,0,380,13740,27740440,49950,28209476,44820,15842474,38400,478344,34680,1072077,33680,857044,21640,199984,12340,1017594,33290,3329219,7840,422153,9580,480349,50,1520,10912,7880,233927,17520,4518385,19210,469036,2580,682,4340,166732,5460,91925,1210,11855,0,0,0,0,1160,45037,49090,4088357,27416716,48460,2214620,480,1214,45650,799333,49080,3031532,37000,566354,45600,560676,49890,23275018,49910,6848823,36740,313615,60,272,23570,117829,17240,91633,6450,4016,0,0,0,0,**,**,1380,1160,13390,164032,0,0,60,289,270,775,49610,7298244,0,0,0,0,0,0,0,0,0,0,49850,6784429,49920,7127974,28680,77722,28280,137971,24050,620256,17990,426759,
